Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
2007-08-24,"9.405,0","9.365,0","9.435,0","9.365,0",,"0,56%"
2007-08-27,"9.380,0","9.395,0","9.395,0","9.365,0",,"-0,27%"
2007-08-28,"9.395,0","9.385,0","9.415,0","9.385,0",,"0,16%"
2007-08-29,"9.415,0","9.415,0","9.441,0","9.415,0",,"0,21%"
2007-08-30,"9.420,0","9.405,0","9.422,0","9.393,0",,"0,05%"
2007-08-31,"9.390,0","9.425,0","9.425,0","9.385,0",,"-0,32%"
2007-09-03,"9.389,0","9.390,0","9.397,0","9.380,0",,"-0,01%"
2007-09-04,"9.405,0","9.393,0","9.405,0","9.379,0",,"0,17%"
2007-09-05,"9.400,0","9.390,0","9.413,0","9.384,0",,"-0,05%"
2007-09-06,"9.397,5","9.397,5","9.422,5","9.390,5",,"-0,03%"
2007-09-07,"9.395,0","9.400,0","9.407,0","9.383,0",,"-0,03%"
2007-09-10,"9.415,0","9.402,0","9.423,0","9.402,0",,"0,21%"
2007-09-11,"9.440,0","9.422,0","9.449,0","9.422,0",,"0,27%"
2007-09-12,"9.407,5","9.427,5","9.427,5","9.402,5",,"-0,34%"
2007-09-13,"9.402,5","9.412,5","9.413,5","9.392,5",,"-0,05%"
2007-09-14,"9.380,0","9.397,0","9.397,0","9.368,0",,"-0,24%"
2007-09-17,"9.387,0","9.400,0","9.400,0","9.368,0",,"0,07%"
2007-09-18,"9.377,5","9.388,5","9.402,5","9.377,5",,"-0,10%"
2007-09-19,"9.225,0","9.365,0","9.365,0","9.200,0",,"-1,63%"
2007-09-20,"9.160,0","9.205,0","9.208,0","9.148,0",,"-0,70%"
2007-09-21,"9.165,0","9.180,0","9.195,0","9.160,0",,"0,05%"
2007-09-24,"9.125,0","9.160,0","9.160,0","9.115,0",,"-0,44%"
2007-09-25,"9.167,5","9.132,5","9.174,5","9.132,5",,"0,47%"
2007-09-26,"9.161,0","9.160,0","9.170,0","9.135,0",,"-0,07%"
2007-09-27,"9.140,0","9.150,0","9.150,0","9.130,0",,"-0,23%"
2007-09-28,"9.145,0","9.143,0","9.163,0","9.130,0",,"0,05%"
2007-10-01,"9.085,0","9.110,0","9.110,0","9.080,0",,"-0,66%"
2007-10-02,"9.090,5","9.072,5","9.107,5","9.052,5",,"0,06%"
2007-10-03,"9.124,0","9.095,0","9.130,0","9.090,0",,"0,37%"
2007-10-04,"9.125,0","9.130,0","9.150,0","9.120,0",,"0,01%"
2007-10-05,"9.090,0","9.115,0","9.117,0","9.090,0",,"-0,38%"
2007-10-08,"9.070,0","9.075,0","9.080,0","9.035,0",,"-0,22%"
2007-10-09,"9.075,0","9.075,0","9.107,0","9.072,0",,"0,06%"
2007-10-10,"9.065,0","9.065,0","9.088,0","9.053,0",,"-0,11%"
2007-10-11,"9.060,0","9.065,0","9.105,0","9.055,0",,"-0,06%"
2007-10-12,"9.065,0","9.060,0","9.060,0","9.060,0",,"0,06%"
2007-10-15,"9.070,0","9.060,0","9.060,0","9.060,0",,"0,06%"
2007-10-16,"9.075,0","9.075,0","9.075,0","9.075,0",,"0,06%"
2007-10-17,"9.095,0","9.075,0","9.150,0","9.075,0",,"0,22%"
2007-10-18,"9.092,5","9.102,5","9.107,5","9.077,5",,"-0,03%"
2007-10-19,"9.090,0","9.085,0","9.101,0","9.080,0",,"-0,03%"
2007-10-22,"9.135,0","9.105,0","9.135,0","9.090,0",,"0,50%"
2007-10-23,"9.140,0","9.140,0","9.153,0","9.120,0",,"0,05%"
2007-10-24,"9.182,5","9.127,5","9.197,5","9.127,5",,"0,46%"
2007-10-25,"9.155,0","9.175,0","9.183,0","9.155,0",,"-0,30%"
2007-10-26,"9.122,5","9.152,5","9.157,5","9.117,5",,"-0,35%"
2007-10-29,"9.095,0","9.110,0","9.110,0","9.085,0",,"-0,30%"
2007-10-30,"9.105,0","9.105,0","9.120,0","9.095,0",,"0,11%"
2007-10-31,"9.097,5","9.107,5","9.112,5","9.092,5",,"-0,08%"
2007-11-01,"9.102,5","9.092,5","9.110,5","9.072,5",,"0,05%"
2007-11-02,"9.132,5","9.102,5","9.142,5","9.102,5",,"0,33%"
2007-11-05,"9.160,0","9.140,0","9.177,0","9.125,0",,"0,30%"
2007-11-06,"9.117,5","9.167,5","9.192,5","9.112,5",,"-0,46%"
2007-11-07,"9.120,0","9.110,0","9.130,0","9.100,0",,"0,03%"
2007-11-08,"9.134,5","9.137,5","9.167,5","9.127,5",,"0,16%"
2007-11-09,"9.127,5","9.122,5","9.142,5","9.116,5",,"-0,08%"
2007-11-12,"9.170,0","9.135,0","9.182,0","9.135,0",,"0,47%"
2007-11-13,"9.185,0","9.172,0","9.196,0","9.172,0",,"0,16%"
2007-11-14,"9.220,0","9.170,0","9.230,0","9.160,0",,"0,38%"
2007-11-15,"9.312,0","9.225,0","9.345,0","9.215,0",,"1,00%"
2007-11-16,"9.320,0","9.320,0","9.410,0","9.305,0",,"0,09%"
2007-11-19,"9.330,0","9.320,0","9.340,0","9.283,0",,"0,11%"
2007-11-20,"9.350,0","9.340,0","9.394,0","9.334,0",,"0,21%"
2007-11-21,"9.405,0","9.350,0","9.405,0","9.350,0",,"0,59%"
2007-11-22,"9.380,5","9.409,5","9.425,5","9.372,5",,"-0,26%"
2007-11-23,"9.362,5","9.387,5","9.392,5","9.357,5",,"-0,19%"
2007-11-26,"9.357,5","9.357,5","9.392,5","9.357,5",,"-0,05%"
2007-11-27,"9.400,0","9.365,0","9.411,0","9.365,0",,"0,45%"
2007-11-28,"9.417,5","9.402,5","9.424,5","9.387,5",,"0,19%"
2007-11-29,"9.380,0","9.410,0","9.410,0","9.365,0",,"-0,40%"
2007-11-30,"9.370,0","9.380,0","9.383,0","9.363,0",,"-0,11%"
2007-12-03,"9.330,0","9.378,0","9.380,0","9.325,0",,"-0,43%"
2007-12-04,"9.295,0","9.325,0","9.348,0","9.285,0",,"-0,38%"
2007-12-05,"9.265,0","9.305,0","9.305,0","9.255,0",,"-0,32%"
2007-12-06,"9.262,5","9.257,5","9.287,5","9.237,5",,"-0,03%"
2007-12-07,"9.272,0","9.260,0","9.280,0","9.253,0",,"0,10%"
2007-12-10,"9.275,0","9.265,0","9.278,0","9.240,0",,"0,03%"
2007-12-11,"9.270,0","9.265,0","9.288,0","9.262,0",,"-0,05%"
2007-12-12,"9.300,5","9.279,5","9.321,5","9.279,5",,"0,33%"
2007-12-13,"9.310,0","9.295,0","9.330,0","9.295,0",,"0,10%"
2007-12-14,"9.327,5","9.322,5","9.343,5","9.322,5",,"0,19%"
2007-12-17,"9.415,0","9.335,0","9.420,0","9.335,0",,"0,94%"
2007-12-18,"9.395,0","9.425,0","9.445,0","9.385,0",,"-0,21%"
2007-12-19,"9.430,0","9.390,0","9.437,0","9.375,0",,"0,37%"
2007-12-20,"9.430,0","9.430,0","9.430,0","9.430,0",,"0,00%"
2007-12-21,"9.427,5","9.432,5","9.453,5","9.417,5",,"-0,03%"
2007-12-24,"9.405,0","9.430,0","9.430,0","9.397,0",,"-0,24%"
2007-12-25,"9.405,0","9.405,0","9.405,0","9.405,0",,"0,00%"
2007-12-26,"9.405,0","9.400,0","9.425,0","9.400,0",,"0,00%"
2007-12-27,"9.417,5","9.417,5","9.422,5","9.400,5",,"0,13%"
2007-12-28,"9.395,0","9.410,0","9.430,0","9.394,0",,"-0,24%"
2007-12-31,"9.392,5","9.387,5","9.392,5","9.370,5",,"-0,03%"
2008-01-01,"9.392,5","9.392,5","9.392,5","9.392,5",,"0,00%"
2008-01-02,"9.380,0","9.390,0","9.405,0","9.365,0",,"-0,13%"
2008-01-03,"9.417,0","9.395,0","9.421,0","9.395,0",,"0,39%"
2008-01-04,"9.430,0","9.412,0","9.440,0","9.400,0",,"0,14%"
2008-01-07,"9.441,0","9.440,0","9.468,0","9.440,0",,"0,12%"
2008-01-08,"9.450,5","9.449,5","9.462,5","9.444,5",,"0,10%"
2008-01-09,"9.437,5","9.452,5","9.478,5","9.437,5",,"-0,14%"
2008-01-10,"9.390,0","9.390,0","9.390,0","9.390,0",,"-0,50%"
2008-01-11,"9.437,0","9.415,0","9.442,0","9.400,0",,"0,50%"
2008-01-14,"9.430,0","9.440,0","9.455,0","9.421,0",,"-0,07%"
2008-01-15,"9.435,0","9.415,0","9.443,0","9.415,0",,"0,05%"
2008-01-16,"9.427,5","9.447,5","9.453,5","9.427,5",,"-0,08%"
2008-01-17,"9.437,0","9.447,0","9.455,0","9.432,0",,"0,10%"
2008-01-18,"9.447,5","9.469,5","9.484,5","9.436,5",,"0,11%"
2008-01-21,"9.460,0","9.445,0","9.470,0","9.440,0",,"0,13%"
2008-01-22,"9.455,0","9.465,0","9.504,0","9.460,0",,"-0,05%"
2008-01-23,"9.392,5","9.482,5","9.482,5","9.377,5",,"-0,66%"
2008-01-24,"9.376,5","9.380,5","9.392,5","9.355,5",,"-0,17%"
2008-01-25,"9.330,0","9.367,0","9.367,0","9.320,0",,"-0,50%"
2008-01-28,"9.350,0","9.345,0","9.358,0","9.345,0",,"0,21%"
2008-01-29,"9.323,0","9.335,0","9.341,0","9.315,0",,"-0,29%"
2008-01-30,"9.287,5","9.312,5","9.319,5","9.282,5",,"-0,38%"
2008-01-31,"9.246,5","9.292,5","9.297,5","9.241,5",,"-0,44%"
2008-02-01,"9.209,5","9.237,5","9.247,5","9.187,5",,"-0,40%"
2008-02-04,"9.225,0","9.200,0","9.232,0","9.200,0",,"0,17%"
2008-02-05,"9.212,5","9.232,5","9.237,5","9.202,5",,"-0,14%"
2008-02-06,"9.242,0","9.225,0","9.255,0","9.225,0",,"0,32%"
2008-02-07,"9.240,0","9.240,0","9.240,0","9.240,0",,"-0,02%"
2008-02-08,"9.237,5","9.242,5","9.245,5","9.232,5",,"-0,03%"
2008-02-11,"9.272,5","9.247,5","9.282,5","9.240,5",,"0,38%"
2008-02-12,"9.265,0","9.263,0","9.290,0","9.260,0",,"-0,08%"
2008-02-13,"9.270,0","9.265,0","9.273,0","9.245,0",,"0,05%"
2008-02-14,"9.212,5","9.257,5","9.267,5","9.202,5",,"-0,62%"
2008-02-15,"9.170,0","9.205,0","9.220,0","9.150,0",,"-0,46%"
2008-02-18,"9.161,0","9.171,0","9.175,0","9.130,0",,"-0,10%"
2008-02-19,"9.160,0","9.155,0","9.170,0","9.128,0",,"-0,01%"
2008-02-20,"9.190,0","9.165,0","9.195,0","9.165,0",,"0,33%"
2008-02-21,"9.165,0","9.175,0","9.182,0","9.155,0",,"-0,27%"
2008-02-22,"9.172,0","9.160,0","9.184,0","9.155,0",,"0,08%"
2008-02-25,"9.130,0","9.165,0","9.180,0","9.115,0",,"-0,46%"
2008-02-26,"9.082,5","9.107,5","9.107,5","9.062,5",,"-0,52%"
2008-02-27,"9.053,0","9.070,0","9.074,0","9.042,0",,"-0,32%"
2008-02-28,"9.075,0","9.055,0","9.090,0","9.055,0",,"0,24%"
2008-02-29,"9.065,0","9.060,0","9.080,0","9.049,0",,"-0,11%"
2008-03-03,"9.110,0","9.080,0","9.125,0","9.080,0",,"0,50%"
2008-03-04,"9.115,0","9.095,0","9.110,0","9.080,0",,"0,05%"
2008-03-05,"9.089,0","9.085,0","9.100,0","9.064,0",,"-0,29%"
2008-03-06,"9.060,0","9.085,0","9.085,0","9.060,0",,"-0,32%"
2008-03-07,"9.060,0","9.060,0","9.060,0","9.060,0",,"0,00%"
2008-03-10,"9.180,0","9.076,0","9.185,0","9.076,0",,"1,32%"
2008-03-11,"9.187,0","9.185,0","9.280,0","9.178,0",,"0,08%"
2008-03-12,"9.160,0","9.175,0","9.183,0","9.135,0",,"-0,29%"
2008-03-13,"9.215,0","9.175,0","9.245,0","9.175,0",,"0,60%"
2008-03-14,"9.235,0","9.240,0","9.265,0","9.215,0",,"0,22%"
2008-03-17,"9.265,0","9.225,0","9.345,0","9.225,0",,"0,32%"
2008-03-18,"9.215,0","9.275,0","9.310,0","9.185,0",,"-0,54%"
2008-03-19,"9.185,0","9.205,0","9.225,0","9.165,0",,"-0,33%"
2008-03-20,"9.190,0","9.185,0","9.185,0","9.185,0",,"0,05%"
2008-03-21,"9.185,0","9.185,0","9.185,0","9.185,0",,"-0,05%"
2008-03-24,"9.200,0","9.212,0","9.215,0","9.180,0",,"0,16%"
2008-03-25,"9.197,0","9.175,0","9.200,0","9.175,0",,"-0,03%"
2008-03-26,"9.180,0","9.182,0","9.205,0","9.179,0",,"-0,18%"
2008-03-27,"9.200,0","9.195,0","9.223,0","9.180,0",,"0,22%"
2008-03-28,"9.205,0","9.205,0","9.235,0","9.195,0",,"0,05%"
2008-03-31,"9.215,0","9.235,0","9.240,0","9.205,0",,"0,11%"
2008-04-01,"9.223,0","9.205,0","9.235,0","9.195,0",,"0,09%"
2008-04-02,"9.222,5","9.207,5","9.225,5","9.152,5",,"-0,01%"
2008-04-03,"9.215,0","9.200,0","9.240,0","9.200,0",,"-0,08%"
2008-04-04,"9.200,0","9.220,0","9.236,0","9.200,0",,"-0,16%"
2008-04-07,"9.195,0","9.215,0","9.230,0","9.194,0",,"-0,05%"
2008-04-08,"9.200,0","9.200,0","9.220,0","9.195,0",,"0,05%"
2008-04-09,"9.210,0","9.215,0","9.225,0","9.205,0",,"0,11%"
2008-04-10,"9.192,5","9.212,5","9.217,5","9.182,5",,"-0,19%"
2008-04-11,"9.183,0","9.190,0","9.197,0","9.183,0",,"-0,10%"
2008-04-14,"9.190,0","9.195,0","9.208,0","9.190,0",,"0,08%"
2008-04-15,"9.195,0","9.195,0","9.195,0","9.195,0",,"0,05%"
2008-04-16,"9.191,0","9.200,0","9.214,0","9.190,0",,"-0,04%"
2008-04-17,"9.195,0","9.190,0","9.207,0","9.183,0",,"0,04%"
2008-04-18,"9.185,0","9.190,0","9.204,0","9.185,0",,"-0,11%"
2008-04-21,"9.190,0","9.190,0","9.201,0","9.185,0",,"0,05%"
2008-04-22,"9.185,0","9.193,0","9.200,0","9.185,0",,"-0,05%"
2008-04-23,"9.210,0","9.195,0","9.225,0","9.195,0",,"0,27%"
2008-04-24,"9.220,0","9.220,0","9.226,0","9.210,0",,"0,11%"
2008-04-25,"9.224,0","9.217,0","9.240,0","9.214,0",,"0,04%"
2008-04-28,"9.215,0","9.230,0","9.250,0","9.215,0",,"-0,10%"
2008-04-29,"9.230,0","9.225,0","9.242,0","9.215,0",,"0,16%"
2008-04-30,"9.222,0","9.225,0","9.245,0","9.222,0",,"-0,09%"
2008-05-01,"9.230,0","9.230,0","9.230,0","9.230,0",,"0,09%"
2008-05-02,"9.225,0","9.230,0","9.241,0","9.220,0",,"-0,05%"
2008-05-05,"9.213,0","9.225,0","9.240,0","9.213,0",,"-0,13%"
2008-05-06,"9.210,0","9.220,0","9.231,0","9.209,0",,"-0,03%"
2008-05-07,"9.225,0","9.225,0","9.239,0","9.215,0",,"0,16%"
2008-05-08,"9.265,0","9.235,0","9.276,0","9.235,0",,"0,43%"
2008-05-09,"9.240,0","9.260,0","9.264,0","9.235,0",,"-0,27%"
2008-05-12,"9.244,0","9.250,0","9.269,0","9.244,0",,"0,04%"
2008-05-13,"9.242,0","9.244,0","9.263,0","9.242,0",,"-0,02%"
2008-05-14,"9.295,0","9.275,0","9.315,0","9.270,0",,"0,57%"
2008-05-15,"9.290,0","9.300,0","9.325,0","9.295,0",,"-0,05%"
2008-05-16,"9.285,0","9.303,0","9.314,0","9.282,0",,"-0,05%"
2008-05-19,"9.280,0","9.290,0","9.302,0","9.280,0",,"-0,05%"
2008-05-20,"9.260,0","9.280,0","9.280,0","9.280,0",,"-0,22%"
2008-05-21,"9.292,0","9.280,0","9.317,0","9.280,0",,"0,35%"
2008-05-22,"9.310,0","9.310,0","9.330,0","9.306,0",,"0,19%"
2008-05-23,"9.313,0","9.320,0","9.347,0","9.313,0",,"0,03%"
2008-05-26,"9.350,0","9.326,0","9.360,0","9.325,0",,"0,40%"
2008-05-27,"9.325,0","9.355,0","9.385,0","9.325,0",,"-0,27%"
2008-05-28,"9.300,0","9.330,0","9.330,0","9.300,0",,"-0,27%"
2008-05-29,"9.310,0","9.305,0","9.340,0","9.305,0",,"0,11%"
2008-05-30,"9.315,0","9.315,0","9.330,0","9.305,0",,"0,05%"
2008-06-02,"9.305,0","9.310,0","9.325,0","9.305,0",,"-0,11%"
2008-06-03,"9.310,0","9.315,0","9.324,0","9.309,0",,"0,05%"
2008-06-04,"9.315,5","9.317,5","9.322,5","9.306,5",,"0,06%"
2008-06-05,"9.305,0","9.309,0","9.334,0","9.305,0",,"-0,11%"
2008-06-06,"9.310,0","9.320,0","9.335,0","9.310,0",,"0,05%"
2008-06-09,"9.315,0","9.315,0","9.360,0","9.315,0",,"0,05%"
2008-06-10,"9.318,5","9.334,5","9.344,5","9.317,5",,"0,04%"
2008-06-11,"9.305,0","9.330,0","9.330,0","9.305,0",,"-0,14%"
2008-06-12,"9.325,0","9.315,0","9.335,0","9.308,0",,"0,21%"
2008-06-13,"9.310,0","9.310,0","9.324,0","9.310,0",,"-0,16%"
2008-06-16,"9.315,0","9.320,0","9.333,0","9.315,0",,"0,05%"
2008-06-17,"9.303,0","9.320,0","9.323,0","9.303,0",,"-0,13%"
2008-06-18,"9.285,0","9.285,0","9.295,0","9.280,0",,"-0,19%"
2008-06-19,"9.287,0","9.290,0","9.300,0","9.285,0",,"0,02%"
2008-06-20,"9.260,0","9.285,0","9.291,0","9.255,0",,"-0,29%"
2008-06-23,"9.273,0","9.265,0","9.273,0","9.263,0",,"0,14%"
2008-06-24,"9.263,0","9.275,0","9.277,0","9.260,0",,"-0,11%"
2008-06-25,"9.255,0","9.265,0","9.265,0","9.248,0",,"-0,09%"
2008-06-26,"9.195,0","9.250,0","9.250,0","9.195,0",,"-0,65%"
2008-06-27,"9.215,0","9.205,0","9.221,0","9.203,0",,"0,22%"
2008-06-30,"9.220,0","9.220,0","9.234,0","9.220,0",,"0,05%"
2008-07-01,"9.218,0","9.225,0","9.225,0","9.215,0",,"-0,02%"
2008-07-02,"9.215,0","9.230,0","9.235,0","9.215,0",,"-0,03%"
2008-07-03,"9.210,0","9.220,0","9.223,0","9.210,0",,"-0,05%"
2008-07-04,"9.212,0","9.215,0","9.226,0","9.212,0",,"0,02%"
2008-07-07,"9.210,5","9.214,5","9.217,5","9.204,5",,"-0,02%"
2008-07-08,"9.205,0","9.205,0","9.212,0","9.195,0",,"-0,06%"
2008-07-09,"9.173,0","9.195,0","9.199,0","9.172,0",,"-0,35%"
2008-07-10,"9.159,0","9.170,0","9.177,0","9.158,0",,"-0,15%"
2008-07-11,"9.158,0","9.162,0","9.167,0","9.158,0",,"-0,01%"
2008-07-14,"9.151,5","9.161,5","9.161,5","9.138,5",,"-0,07%"
2008-07-15,"9.140,0","9.145,0","9.145,0","9.115,0",,"-0,13%"
2008-07-16,"9.141,0","9.135,0","9.147,0","9.130,0",,"0,01%"
2008-07-17,"9.148,0","9.132,0","9.158,0","9.130,0",,"0,08%"
2008-07-18,"9.150,0","9.143,0","9.158,0","9.143,0",,"0,02%"
2008-07-21,"9.152,0","9.145,0","9.155,0","9.140,0",,"0,02%"
2008-07-22,"9.148,0","9.155,0","9.176,0","9.148,0",,"-0,04%"
2008-07-23,"9.142,0","9.144,0","9.153,0","9.133,0",,"-0,07%"
2008-07-24,"9.132,0","9.145,0","9.148,0","9.130,0",,"-0,11%"
2008-07-25,"9.122,0","9.135,0","9.144,0","9.122,0",,"-0,11%"
2008-07-28,"9.118,5","9.122,5","9.122,5","9.107,5",,"-0,04%"
2008-07-29,"9.123,0","9.125,0","9.140,0","9.120,0",,"0,05%"
2008-07-30,"9.120,0","9.120,0","9.120,0","9.120,0",,"-0,03%"
2008-07-31,"9.095,0","9.125,0","9.125,0","9.085,0",,"-0,27%"
2008-08-01,"9.096,0","9.087,0","9.097,0","9.077,0",,"0,01%"
2008-08-04,"9.087,0","9.090,0","9.106,0","9.086,0",,"-0,10%"
2008-08-05,"9.078,0","9.085,0","9.091,0","9.074,0",,"-0,10%"
2008-08-06,"9.072,5","9.070,5","9.092,5","9.059,5",,"-0,06%"
2008-08-07,"9.100,0","9.080,0","9.120,0","9.080,0",,"0,30%"
2008-08-08,"9.170,0","9.105,0","9.193,0","9.105,0",,"0,77%"
2008-08-11,"9.175,0","9.225,0","9.225,0","9.174,0",,"0,05%"
2008-08-12,"9.170,0","9.180,0","9.190,0","9.170,0",,"-0,05%"
2008-08-13,"9.180,0","9.182,0","9.183,0","9.165,0",,"0,11%"
2008-08-14,"9.180,5","9.184,5","9.191,5","9.179,5",,"0,01%"
2008-08-15,"9.190,0","9.185,0","9.200,0","9.180,0",,"0,10%"
2008-08-18,"9.165,0","9.165,0","9.165,0","9.165,0",,"-0,27%"
2008-08-19,"9.188,0","9.200,0","9.202,0","9.185,0",,"0,25%"
2008-08-20,"9.160,0","9.192,0","9.192,0","9.160,0",,"-0,30%"
2008-08-21,"9.151,0","9.159,0","9.161,0","9.139,0",,"-0,10%"
2008-08-22,"9.140,0","9.150,0","9.157,0","9.140,0",,"-0,12%"
2008-08-25,"9.160,0","9.150,0","9.165,0","9.150,0",,"0,22%"
2008-08-26,"9.175,0","9.165,0","9.185,0","9.165,0",,"0,16%"
2008-08-27,"9.160,0","9.180,0","9.185,0","9.160,0",,"-0,16%"
2008-08-28,"9.145,0","9.170,0","9.170,0","9.145,0",,"-0,16%"
2008-08-29,"9.150,0","9.150,0","9.160,0","9.150,0",,"0,05%"
2008-09-01,"9.160,0","9.155,0","9.170,0","9.155,0",,"0,11%"
2008-09-02,"9.210,0","9.170,0","9.211,0","9.170,0",,"0,55%"
2008-09-03,"9.207,0","9.215,0","9.223,0","9.200,0",,"-0,03%"
2008-09-04,"9.211,0","9.225,0","9.225,0","9.204,0",,"0,04%"
2008-09-05,"9.375,0","9.225,0","9.375,0","9.225,0",,"1,78%"
2008-09-08,"9.299,0","9.360,0","9.360,0","9.245,0",,"-0,81%"
2008-09-09,"9.320,0","9.305,0","9.370,0","9.305,0",,"0,23%"
2008-09-10,"9.330,0","9.325,0","9.345,0","9.317,0",,"0,11%"
2008-09-11,"9.425,0","9.340,0","9.450,0","9.338,0",,"1,02%"
2008-09-12,"9.430,0","9.430,0","9.470,0","9.430,0",,"0,05%"
2008-09-15,"9.450,0","9.440,0","9.462,0","9.440,0",,"0,21%"
2008-09-16,"9.455,0","9.455,0","9.475,0","9.455,0",,"0,05%"
2008-09-17,"9.400,0","9.452,0","9.452,0","9.378,0",,"-0,58%"
2008-09-18,"9.405,0","9.405,0","9.426,0","9.399,0",,"0,05%"
2008-09-19,"9.375,0","9.395,0","9.395,0","9.360,0",,"-0,32%"
2008-09-22,"9.290,0","9.370,0","9.370,0","9.285,0",,"-0,91%"
2008-09-23,"9.325,0","9.285,0","9.343,0","9.277,0",,"0,38%"
2008-09-24,"9.335,0","9.330,0","9.348,0","9.325,0",,"0,11%"
2008-09-25,"9.372,5","9.342,5","9.382,5","9.342,5",,"0,40%"
2008-09-26,"9.385,0","9.372,0","9.392,0","9.335,0",,"0,13%"
2008-09-29,"9.430,0","9.388,0","9.465,0","9.388,0",,"0,48%"
2008-09-30,"9.415,0","9.415,0","9.415,0","9.415,0",,"-0,16%"
2008-10-01,"9.430,0","9.430,0","9.430,0","9.430,0",,"0,16%"
2008-10-02,"9.430,0","9.430,0","9.430,0","9.430,0",,"0,00%"
2008-10-03,"9.430,0","9.430,0","9.430,0","9.430,0",,"0,00%"
2008-10-06,"9.570,0","9.435,0","9.590,0","9.435,0",,"1,48%"
2008-10-07,"9.565,0","9.600,0","9.705,0","9.595,0",,"-0,05%"
2008-10-08,"9.600,0","9.570,0","9.705,0","9.569,0",,"0,37%"
2008-10-09,"9.595,0","9.605,0","9.630,0","9.595,0",,"-0,05%"
2008-10-10,"9.867,5","9.602,5","9.902,5","9.752,5",,"2,84%"
2008-10-13,"9.820,0","9.850,0","9.890,0","9.820,0",,"-0,48%"
2008-10-14,"9.745,0","9.805,0","9.805,0","9.695,0",,"-0,76%"
2008-10-15,"9.780,0","9.755,0","9.782,0","9.755,0",,"0,36%"
2008-10-16,"9.865,0","9.790,0","9.865,0","9.790,0",,"0,87%"
2008-10-17,"9.802,5","9.857,5","9.857,5","9.782,5",,"-0,63%"
2008-10-20,"9.815,0","9.805,0","9.830,0","9.805,0",,"0,13%"
2008-10-21,"9.830,0","9.780,0","9.845,0","9.780,0",,"0,15%"
2008-10-22,"9.900,0","9.835,0","9.900,0","9.835,0",,"0,71%"
2008-10-23,"9.945,0","9.905,0","9.965,0","9.905,0",,"0,45%"
2008-10-24,"10.007,5","9.932,5","10.007,5","9.922,5",,"0,63%"
2008-10-27,"10.799,5","10.100,5","11.050,5","10.100,5",,"7,91%"
2008-10-28,"10.800,0","11.100,0","11.950,0","10.700,0",,"0,00%"
2008-10-29,"10.780,0","10.500,0","11.100,0","10.450,0",,"-0,19%"
2008-10-30,"10.675,0","10.425,0","10.825,0","10.425,0",,"-0,97%"
2008-10-31,"10.900,0","10.800,0","11.400,0","10.800,0",,"2,11%"
2008-11-03,"10.950,0","10.750,0","10.950,0","10.700,0",,"0,46%"
2008-11-04,"10.900,0","11.050,0","11.175,0","10.800,0",,"-0,46%"
2008-11-05,"10.900,0","10.800,0","11.050,0","10.775,0",,"0,00%"
2008-11-06,"10.897,5","11.077,5","11.152,5","10.897,5",,"-0,02%"
2008-11-07,"10.900,0","11.050,0","11.250,0","10.900,0",,"0,02%"
2008-11-10,"10.925,0","10.975,0","11.155,0","10.925,0",,"0,23%"
2008-11-11,"11.150,0","10.950,0","11.380,0","10.950,0",,"2,06%"
2008-11-12,"11.550,0","11.550,0","11.700,0","11.400,0",,"3,59%"
2008-11-13,"11.625,0","11.675,0","12.076,0","11.575,0",,"0,65%"
2008-11-14,"11.575,0","11.775,0","11.851,0","11.550,0",,"-0,43%"
2008-11-17,"11.750,0","11.850,0","11.950,0","11.750,0",,"1,51%"
2008-11-18,"11.850,0","11.950,0","12.150,0","11.850,0",,"0,85%"
2008-11-19,"11.900,0","11.850,0","12.110,0","11.850,0",,"0,42%"
2008-11-20,"12.050,0","12.000,0","12.375,0","12.000,0",,"1,26%"
2008-11-21,"12.050,0","12.150,0","12.650,0","12.000,0",,"0,00%"
2008-11-24,"12.100,0","12.350,0","12.375,0","12.100,0",,"0,41%"
2008-11-25,"12.150,0","12.250,0","12.450,0","12.050,0",,"0,41%"
2008-11-26,"12.075,0","12.475,0","12.475,0","12.075,0",,"-0,62%"
2008-11-27,"12.012,5","12.137,5","12.237,5","12.012,5",,"-0,52%"
2008-11-28,"12.025,0","12.175,0","12.175,0","12.025,0",,"0,10%"
2008-12-01,"12.200,0","12.150,0","12.350,0","12.000,0",,"1,46%"
2008-12-02,"12.050,0","12.150,0","12.350,0","12.050,0",,"-1,23%"
2008-12-03,"11.950,0","12.150,0","12.150,0","11.950,0",,"-0,83%"
2008-12-04,"11.825,0","12.100,0","12.100,0","11.825,0",,"-1,05%"
2008-12-05,"11.650,0","11.900,0","11.900,0","11.650,0",,"-1,48%"
2008-12-08,"11.650,0","11.650,0","11.650,0","11.650,0",,"0,00%"
2008-12-09,"10.920,0","11.350,0","11.400,0","10.920,0",,"-6,27%"
2008-12-10,"10.912,5","11.137,5","11.137,5","10.787,5",,"-0,07%"
2008-12-11,"11.000,0","10.975,0","11.026,0","10.975,0",,"0,80%"
2008-12-12,"11.050,0","11.100,0","11.150,0","11.025,0",,"0,45%"
2008-12-15,"11.075,0","11.100,0","11.150,0","11.075,0",,"0,23%"
2008-12-16,"11.050,0","10.950,0","11.200,0","10.950,0",,"-0,23%"
2008-12-17,"10.987,5","10.937,5","11.112,5","10.862,5",,"-0,57%"
