Tanggal,Terakhir,Pembukaan,Tertinggi,Terendah,Vol.,Perubahan%
2015-05-14,"13.137,5","13.137,5","13.137,5","13.137,5",,"0,00%"
2015-05-15,"13.091,0","13.052,0","13.102,0","13.052,0",,"-0,35%"
2015-05-18,"13.137,0","13.085,0","13.145,0","13.085,0",,"0,35%"
2015-05-19,"13.115,5","13.159,5","13.189,5","13.104,5",,"-0,16%"
2015-05-20,"13.175,0","13.145,0","13.185,0","13.145,0",,"0,45%"
2015-05-21,"13.129,5","13.127,5","13.173,5","13.105,5",,"-0,35%"
2015-05-22,"13.155,0","13.105,0","13.171,0","13.105,0",,"0,19%"
2015-05-25,"13.186,5","13.188,5","13.193,5","13.168,5",,"0,24%"
2015-05-26,"13.210,0","13.175,0","13.220,0","13.175,0",,"0,18%"
2015-05-27,"13.202,0","13.215,0","13.241,0","13.195,0",,"-0,06%"
2015-05-28,"13.221,5","13.181,5","13.225,5","13.181,5",,"0,15%"
2015-05-29,"13.224,0","13.191,0","13.226,0","13.191,0",,"0,02%"
2015-06-01,"13.222,5","13.202,5","13.237,5","13.202,5",,"-0,01%"
2015-06-02,"13.222,5","13.222,5","13.222,5","13.222,5",,"0,00%"
2015-06-03,"13.221,0","13.191,0","13.221,0","13.190,0",,"-0,01%"
2015-06-04,"13.282,0","13.213,0","13.293,0","13.213,0",,"0,46%"
2015-06-05,"13.275,5","13.294,5","13.299,5","13.274,5",,"-0,05%"
2015-06-08,"13.379,5","13.335,5","13.385,5","13.335,5",,"0,78%"
2015-06-09,"13.302,5","13.332,5","13.386,5","13.296,5",,"-0,58%"
2015-06-10,"13.312,5","13.307,5","13.339,5","13.287,5",,"0,08%"
2015-06-11,"13.320,5","13.264,5","13.325,5","13.254,5",,"0,06%"
2015-06-12,"13.332,5","13.302,5","13.337,5","13.302,5",,"0,09%"
2015-06-15,"13.335,0","13.316,0","13.340,0","13.315,0",,"0,02%"
2015-06-16,"13.353,0","13.330,0","13.355,0","13.325,0",,"0,13%"
2015-06-17,"13.367,5","13.347,5","13.373,5","13.347,5",,"0,11%"
2015-06-18,"13.305,0","13.338,0","13.348,0","13.298,0",,"-0,47%"
2015-06-19,"13.331,5","13.306,5","13.334,5","13.301,5",,"0,20%"
2015-06-22,"13.310,0","13.325,0","13.335,0","13.305,0",,"-0,16%"
2015-06-23,"13.255,0","13.305,0","13.325,0","13.250,0",,"-0,41%"
2015-06-24,"13.303,5","13.253,5","13.308,5","13.253,5",,"0,37%"
2015-06-25,"13.327,5","13.292,5","13.332,5","13.292,5",,"0,18%"
2015-06-26,"13.310,0","13.331,0","13.348,0","13.300,0",,"-0,13%"
2015-06-29,"13.345,0","13.330,0","13.380,0","13.330,0",,"0,26%"
2015-06-30,"13.332,5","13.324,5","13.337,5","13.312,5",,"-0,09%"
2015-07-01,"13.326,0","13.343,0","13.343,0","13.303,0",,"-0,05%"
2015-07-02,"13.337,5","13.327,5","13.362,5","13.324,5",,"0,09%"
2015-07-03,"13.320,0","13.297,0","13.327,0","13.297,0",,"-0,13%"
2015-07-06,"13.349,5","13.341,5","13.361,5","13.311,5",,"0,22%"
2015-07-07,"13.327,5","13.302,5","13.332,5","13.287,5",,"-0,16%"
2015-07-08,"13.345,0","13.330,0","13.360,0","13.320,0",,"0,13%"
2015-07-09,"13.336,0","13.354,0","13.359,0","13.324,0",,"-0,07%"
2015-07-10,"13.313,5","13.318,5","13.318,5","13.293,5",,"-0,17%"
2015-07-13,"13.300,0","13.316,0","13.317,0","13.279,0",,"-0,10%"
2015-07-14,"13.335,0","13.305,0","13.350,0","13.303,0",,"0,26%"
2015-07-15,"13.344,5","13.322,5","13.344,5","13.312,5",,"0,07%"
2015-07-16,"13.344,5","13.344,5","13.344,5","13.344,5",,"0,00%"
2015-07-17,"13.344,5","13.344,5","13.344,5","13.344,5",,"0,00%"
2015-07-20,"13.344,5","13.344,5","13.344,5","13.344,5",,"0,00%"
2015-07-21,"13.344,5","13.344,5","13.344,5","13.344,5",,"0,00%"
2015-07-22,"13.377,5","13.332,5","13.382,5","13.332,5",,"0,25%"
2015-07-23,"13.422,5","13.377,5","13.422,5","13.372,5",,"0,34%"
2015-07-24,"13.445,0","13.425,0","13.462,0","13.418,0",,"0,17%"
2015-07-27,"13.459,0","13.441,0","13.466,0","13.441,0",,"0,10%"
2015-07-28,"13.462,5","13.442,5","13.466,5","13.441,5",,"0,03%"
2015-07-29,"13.456,0","13.421,0","13.459,0","13.421,0",,"-0,05%"
2015-07-30,"13.467,5","13.457,5","13.472,5","13.452,5",,"0,09%"
2015-07-31,"13.527,5","13.462,5","13.527,5","13.461,5",,"0,45%"
2015-08-03,"13.500,0","13.495,0","13.515,0","13.474,0",,"-0,20%"
2015-08-04,"13.485,5","13.492,5","13.512,5","13.477,5",,"-0,11%"
2015-08-05,"13.514,0","13.496,0","13.520,0","13.481,0",,"0,21%"
2015-08-06,"13.541,5","13.525,5","13.541,5","13.510,5",,"0,20%"
2015-08-07,"13.539,5","13.526,5","13.543,5","13.523,5",,"-0,01%"
2015-08-10,"13.549,0","13.531,0","13.549,0","13.526,0",,"0,07%"
2015-08-11,"13.600,0","13.535,0","13.600,0","13.515,0",,"0,38%"
2015-08-12,"13.785,0","13.655,0","13.830,0","13.655,0",,"1,36%"
2015-08-13,"13.745,0","13.765,0","13.795,0","13.714,0",,"-0,29%"
2015-08-14,"13.787,5","13.747,5","13.790,5","13.737,5",,"0,31%"
2015-08-17,"13.787,5","13.787,5","13.787,5","13.787,5",,"0,00%"
2015-08-18,"13.818,0","13.795,0","13.853,0","13.795,0",,"0,22%"
2015-08-19,"13.842,5","13.807,5","13.842,5","13.802,5",,"0,18%"
2015-08-20,"13.870,0","13.835,0","13.880,0","13.805,0",,"0,20%"
2015-08-21,"13.942,5","13.877,5","13.949,5","13.877,5",,"0,52%"
2015-08-24,"14.047,0","13.953,0","14.048,0","13.953,0",,"0,75%"
2015-08-25,"14.065,0","14.050,0","14.090,0","14.035,0",,"0,13%"
2015-08-26,"14.122,5","14.072,5","14.125,5","14.072,5",,"0,41%"
2015-08-27,"13.992,5","14.082,5","14.137,5","13.982,5",,"-0,92%"
2015-08-28,"13.982,5","13.977,5","14.038,5","13.967,5",,"-0,07%"
2015-08-31,"14.050,0","13.975,0","14.055,0","13.975,0",,"0,48%"
2015-09-01,"14.097,5","14.047,5","14.099,5","14.042,5",,"0,34%"
2015-09-02,"14.130,0","14.085,0","14.140,0","14.085,0",,"0,23%"
2015-09-03,"14.169,0","14.126,0","14.169,0","14.126,0",,"0,28%"
2015-09-04,"14.165,0","14.155,0","14.193,0","14.155,0",,"-0,03%"
2015-09-07,"14.247,5","14.212,5","14.251,5","14.202,5",,"0,58%"
2015-09-08,"14.280,0","14.240,0","14.298,0","14.240,0",,"0,23%"
2015-09-09,"14.261,5","14.281,5","14.281,5","14.216,5",,"-0,13%"
2015-09-10,"14.332,5","14.282,5","14.337,5","14.257,5",,"0,50%"
2015-09-11,"14.330,0","14.295,0","14.335,0","14.280,0",,"-0,02%"
2015-09-14,"14.347,5","14.307,5","14.347,5","14.306,5",,"0,12%"
2015-09-15,"14.407,5","14.341,5","14.412,5","14.341,5",,"0,42%"
2015-09-16,"14.455,0","14.395,0","14.465,0","14.395,0",,"0,33%"
2015-09-17,"14.457,5","14.442,5","14.460,5","14.437,5",,"0,02%"
2015-09-18,"14.375,0","14.445,0","14.485,0","14.365,0",,"-0,57%"
2015-09-21,"14.455,0","14.420,0","14.463,0","14.420,0",,"0,56%"
2015-09-22,"14.497,5","14.462,5","14.502,5","14.462,5",,"0,29%"
2015-09-23,"14.647,5","14.552,5","14.652,5","14.552,5",,"1,03%"
2015-09-24,"14.647,5","14.647,5","14.647,5","14.647,5",,"0,00%"
2015-09-25,"14.685,0","14.665,0","14.705,0","14.665,0",,"0,26%"
2015-09-28,"14.697,5","14.682,5","14.707,5","14.657,5",,"0,09%"
2015-09-29,"14.682,5","14.702,5","14.732,5","14.662,5",,"-0,10%"
2015-09-30,"14.650,0","14.645,0","14.675,0","14.635,0",,"-0,22%"
2015-10-01,"14.670,0","14.625,0","14.683,0","14.625,0",,"0,14%"
2015-10-02,"14.642,5","14.692,5","14.707,5","14.642,5",,"-0,19%"
2015-10-05,"14.495,0","14.630,0","14.630,0","14.485,0",,"-1,01%"
2015-10-06,"14.245,5","14.464,5","14.474,5","14.144,5",,"-1,72%"
2015-10-07,"13.825,0","14.185,0","14.185,0","13.725,0",,"-2,95%"
2015-10-08,"13.867,5","13.777,5","13.882,5","13.707,5",,"0,31%"
2015-10-09,"13.420,0","13.710,0","13.820,0","13.270,0",,"-3,23%"
2015-10-12,"13.405,0","13.305,0","13.485,0","13.305,0",,"-0,11%"
2015-10-13,"13.619,5","13.435,5","13.630,5","13.435,5",,"1,60%"
2015-10-14,"13.619,5","13.619,5","13.619,5","13.619,5",,"0,00%"
2015-10-15,"13.455,0","13.515,0","13.515,0","13.215,0",,"-1,21%"
2015-10-16,"13.530,0","13.480,0","13.580,0","13.450,0",,"0,56%"
2015-10-19,"13.531,5","13.501,5","13.571,5","13.501,5",,"0,01%"
2015-10-20,"13.645,0","13.585,0","13.655,0","13.585,0",,"0,84%"
2015-10-21,"13.717,0","13.680,0","13.750,0","13.665,0",,"0,53%"
2015-10-22,"13.657,5","13.727,5","13.732,5","13.482,5",,"-0,43%"
2015-10-23,"13.635,0","13.555,0","13.650,0","13.405,0",,"-0,16%"
2015-10-26,"13.645,0","13.605,0","13.680,0","13.545,0",,"0,07%"
2015-10-27,"13.622,5","13.647,5","13.647,5","13.572,5",,"-0,16%"
2015-10-28,"13.477,5","13.627,5","13.640,5","13.472,5",,"-1,06%"
2015-10-29,"13.635,0","13.560,0","13.650,0","13.515,0",,"1,17%"
2015-10-30,"13.687,5","13.562,5","13.707,5","13.562,5",,"0,39%"
2015-11-02,"13.667,5","13.652,5","13.687,5","13.632,5",,"-0,15%"
2015-11-03,"13.555,0","13.580,0","13.615,0","13.535,0",,"-0,82%"
2015-11-04,"13.555,0","13.465,0","13.555,0","13.425,0",,"0,00%"
2015-11-05,"13.565,0","13.545,0","13.645,0","13.545,0",,"0,07%"
2015-11-06,"13.560,0","13.555,0","13.565,0","13.525,0",,"-0,04%"
2015-11-09,"13.647,5","13.662,5","13.703,5","13.627,5",,"0,65%"
2015-11-10,"13.609,5","13.627,5","13.642,5","13.592,5",,"-0,28%"
2015-11-11,"13.602,5","13.532,5","13.607,5","13.532,5",,"-0,05%"
2015-11-12,"13.602,5","13.602,5","13.632,5","13.552,5",,"0,00%"
2015-11-13,"13.665,0","13.595,0","13.688,0","13.595,0",,"0,46%"
2015-11-16,"13.727,5","13.692,5","13.742,5","13.662,5",,"0,46%"
2015-11-17,"13.747,5","13.682,5","13.747,5","13.682,5",,"0,15%"
2015-11-18,"13.799,5","13.710,5","13.800,5","13.670,5",,"0,38%"
2015-11-19,"13.777,5","13.752,5","13.797,5","13.727,5",,"-0,16%"
2015-11-20,"13.655,0","13.705,0","13.745,0","13.605,0",,"-0,89%"
2015-11-23,"13.723,0","13.647,0","13.723,0","13.647,0",,"0,50%"
2015-11-24,"13.707,5","13.677,5","13.732,5","13.677,5",,"-0,11%"
2015-11-25,"13.687,5","13.652,5","13.707,5","13.642,5",,"-0,15%"
2015-11-26,"13.728,5","13.708,5","13.738,5","13.708,5",,"0,30%"
2015-11-27,"13.780,0","13.735,0","13.780,0","13.735,0",,"0,38%"
2015-11-30,"13.835,0","13.780,0","13.850,0","13.780,0",,"0,40%"
2015-12-01,"13.782,5","13.827,5","13.837,5","13.781,5",,"-0,38%"
2015-12-02,"13.797,5","13.752,5","13.805,5","13.737,5",,"0,11%"
2015-12-03,"13.843,5","13.801,5","13.851,5","13.801,5",,"0,33%"
2015-12-04,"13.832,0","13.832,0","13.842,0","13.821,0",,"-0,08%"
2015-12-07,"13.842,5","13.802,5","13.852,5","13.802,5",,"0,08%"
2015-12-08,"13.872,5","13.842,5","13.875,5","13.837,5",,"0,22%"
2015-12-09,"13.872,5","13.872,5","13.872,5","13.872,5",,"0,00%"
2015-12-10,"13.935,0","13.930,0","13.979,0","13.845,0",,"0,45%"
2015-12-11,"13.947,5","13.912,5","13.950,5","13.902,5",,"0,09%"
2015-12-14,"14.077,5","14.022,5","14.092,5","14.002,5",,"0,93%"
2015-12-15,"14.056,5","14.051,5","14.073,5","14.026,5",,"-0,15%"
2015-12-16,"14.069,5","14.034,5","14.074,5","14.033,5",,"0,09%"
2015-12-17,"14.006,5","14.011,5","14.056,5","14.001,5",,"-0,45%"
2015-12-18,"13.917,5","14.007,5","14.036,5","13.902,5",,"-0,64%"
2015-12-21,"13.772,5","13.862,5","13.922,5","13.732,5",,"-1,04%"
2015-12-22,"13.675,0","13.635,0","13.695,0","13.535,0",,"-0,71%"
2015-12-23,"13.642,5","13.602,5","13.672,5","13.602,5",,"-0,24%"
2015-12-24,"13.642,5","13.642,5","13.642,5","13.642,5",,"0,00%"
2015-12-25,"13.642,5","13.642,5","13.642,5","13.642,5",,"0,00%"
2015-12-28,"13.650,0","13.605,0","13.665,0","13.605,0",,"0,05%"
2015-12-29,"13.745,0","13.635,0","13.753,0","13.635,0",,"0,70%"
2015-12-30,"13.782,5","13.722,5","13.822,5","13.722,5",,"0,27%"
2015-12-31,"13.787,5","13.772,5","13.817,5","13.772,5",,"0,04%"
